id,"Suit Obsession/Color","Graphics","Scrawls","Phase","Obsession","Specialty","Vibes","Location","Headgear Accessory","Accessory","Totem","Creature/Plant","Suit","Sanity","Headgear","Looks Rare","Ambition","Bane","Mood","Desire","Graphic","Suit Style/Color","Suit Accessory","Backpack","Style"
0480,"Solid","Free Fringe","None","Phase 1","None","None","None","Scablands","None","The Nozzle","None","None","Vayon Worksuit","None","Astromask","Tribal","None","None","None","None","None","None","Encased Regulator","Squirrel Pack","None"
0481,"Solid","The Forsaken","None","Phase 1","None","None","None","Scablands","None","Roulette","None","None","Kreegal Cloak","None","The Channelrat","None","None","None","None","None","None","None","None","Caddypack","None"
0482,"Solid","Engineers Guild","None","Phase 1","None","None","None","Scablands","None","Thruster","None","None","Kreegal Cloak","None","Backstab Squeezebox","None","None","None","None","None","None","None","None","None","None"
0483,"Solid","Carver","None","Phase 1","None","None","None","Scablands","None","Everdull Snippies","None","None","Vayon Worksuit","None","Baghead x Bincal","Gastrotech","None","None","None","None","None","None","Disc Regulator","Squirrel Pack","None"
0484,"Cap Flag","Beshtala Expatriation Roster","None","Phase 1","None","None","None","Scablands","None","The Spunker","None","None","Smocker","None","The Channelrat","None","None","None","None","None","None","None","None","The Sink","None"
0485,"Solid","League of Channel","None","Phase 1","None","None","None","Scablands","None","Steady Hammer","None","None","Pitchfork Prongshell","None","Boxhead","None","None","None","None","None","None","None","None","The Sink","None"
0486,"Solid","Venonauts","None","Phase 1","None","None","None","Scablands","None","Cove Carver","None","None","Vayon Worksuit","None","Baghead x Bincal","Gastrotech","None","None","None","None","None","None","Utility Vest","Scrapper","None"
0487,"Solid","Dugall Freight","None","Phase 1","None","None","None","Scablands","None","Bolt Harp","None","None","Grounder Pounder","None","Korkhead","None","None","None","None","None","None","None","None","None","None"
0488,"Solid","No Damage","None","Phase 1","None","None","None","Scablands","Utility Headphones","Wedge","None","None","Smocker","None","None","Headphones","None","None","None","None","None","None","None","The Sink","None"
0489,"Solid","Mesmegraph","None","Phase 1","None","None","None","Scablands","None","Cove Carver","None","None","Vayon Worksuit","None","Backstab Squeezebox","Pistols","None","None","None","None","None","None","Disc Regulator","Bobpack","None"
0049,"Solid","Longhaulers","None","Phase 1","None","None","None","Scablands","None","Reef Sweeper","None","None","Kreegal Cloak","None","Backstab Squeezebox","Melee","None","None","None","None","None","None","Disc Regulator","The Sink","None"
0490,"Solid","Mark Stay","None","Phase 1","None","None","None","Scablands","None","Chainflicker","None","None","Fursuit","None","Yawper","Tribal","None","None","None","None","None","None","None","None","None"
0491,"Solid","Mercenary","None","Phase 1","None","None","None","Scablands","None","Wedge","None","None","Pitchfork Prongshell","None","The Channelrat","None","None","None","None","None","None","None","None","Squirrel Pack","None"
0492,"Solid","The Forsaken","None","Phase 1","None","None","None","Scablands","None","The Shriek","None","None","Gutter Shirt","None","Gloamwight","Percussive","None","None","None","None","None","None","Encased Regulator","The Sink","None"
0493,"Solid","Slash Patcher","None","Phase 1","None","None","None","Scablands","None","Hull Breacher","None","None","Vayon Worksuit","None","Sock x Charybdis","Gastrotech","None","None","None","None","None","None","Heavy Duty Regulator","Bobpack","None"
0494,"Cap Flag","Survivalist Guild","None","Phase 1","None","None","None","Scablands","None","The Shriek","None","None","Smocker","None","Dohead (Pejorative)","Tribal","None","None","None","None","None","None","Amplifier","Bobpack","None"
0495,"Solid","Mark Stay","None","Phase 1","None","None","None","Scablands","None","Chainflicker","None","None","Kreegal Cloak","None","Yawper","None","None","None","None","None","None","None","Disc Regulator","Caddypack","None"
0496,"Solid","Grid Gang","None","Phase 1","None","None","None","Scablands","None","Soaker","None","None","Vayon Worksuit","None","Astromask","Tribal","None","None","None","None","None","None","None","The Sink","None"
0497,"Solid","Margul","None","Phase 1","None","None","None","Scablands","None","The Nozzle","None","None","Vayon Worksuit","None","Gloamwight","Percussive","None","None","None","None","None","None","Disc Regulator","Bobpack","None"
0498,"Solid","The Bench","None","Phase 1","None","None","None","Scablands","None","Cream Steamer","None","None","Smocker","None","None","Junkyard-built","None","None","None","None","None","None","Encased Regulator","Caddypack","None"
0499,"Solid","Ji","None","Phase 1","None","None","None","Scablands","Specs","Trunker","None","None","Smocker","None","None","Percussive","None","None","None","None","None","None","None","Scrapper","None"
0005,"Solid","Free Fringe","None","Phase 1","None","None","None","Scablands","None","Bolt Harp","None","None","Gutter Shirt","None","The Channelrat","None","None","None","None","None","None","None","None","Caddypack","None"
0050,"Solid","The Transcendentalists","None","Phase 1","None","None","None","Scablands","None","Trunker","None","None","Vayon Worksuit","None","Baghead","None","None","None","None","None","None","None","Utility Vest","Squirrel Pack","None"
0500,"Solid","No Damage","None","Phase 1","None","None","None","Scablands","None","Soapy","None","None","Vayon Worksuit","None","The Saav","Gastrotech","None","None","None","None","None","None","Utility Vest","Bobpack","None"
0501,"Solid","Survivalist Guild","None","Phase 1","None","None","None","Scablands","None","Hull Breacher","None","None","Grounder Pounder","None","Dohead (Pejorative)","Tribal","None","None","None","None","None","None","None","None","None"
0502,"Cap Flag","Mol Bon Tunnel","None","Phase 1","None","None","None","Scablands","None","The Nozzle","None","None","Smocker","None","Dohead (Pejorative)","Tribal","None","None","None","None","None","None","Amplifier","Caddypack","None"
0503,"Solid","Round Style","None","Phase 1","None","None","None","Scablands","None","The Shriek","None","None","Vayon Worksuit","None","Korkhead","None","None","None","None","None","None","None","Heavy Duty Regulator","Bobpack","None"
0504,"Solid","Dark Ether House","None","Phase 1","None","None","None","Scablands","None","Everdull Snippies","None","None","Grounder Pounder","None","Deathshead","Percussive","None","None","None","None","None","None","None","Squirrel Pack","None"
0505,"Solid","Combustible","None","Phase 1","None","None","None","The Blue","Hypervisor","Heavy Spigot","None","Berg, Fane","Smocker","None","The Hoodie","Melee","None","None","None","None","None","None","None","Poacher Pots","None"
0506,"Cap Flag","The Man Earlie Expeditionary Society","None","Phase 1","None","None","None","Scablands","None","Thruster","None","None","Smocker","None","The Scaper","None","None","None","None","None","None","None","None","Squirrel Pack","None"
0507,"Solid","Free Fringe","None","Phase 1","None","None","None","Scablands","None","Cream Steamer","None","None","Gutter Shirt","None","Astromask","Tribal","None","None","None","None","None","None","None","Bobpack","None"
0508,"Rust","Union of Merchants","None","Phase 1","None","None","None","Scablands","None","Round Foot","None","None","Platemail","None","Clincher x Bincal","Gastrotech","None","None","None","None","None","None","Amplifier","Caddypack","None"
0509,"Solid","Cove Stalkers","None","Phase 1","None","None","None","Scablands","None","Candlestick","None","None","Vayon Worksuit","None","Sock","Pistols","None","None","None","None","None","None","Disc Regulator","Caddypack","None"
0051,"Solid","Lethal","None","Phase 1","None","None","None","Scablands","None","Trunker","None","None","Kreegal Cloak","None","Darksight","Tribal","None","None","None","None","None","None","None","The Sink","None"
0510,"Solid","Ji","None","Phase 1","None","None","None","Scablands","Utility Headphones","Chainflicker","None","None","Vayon Worksuit","None","None","Headphones","None","None","None","None","None","None","Heavy Duty Regulator","Squirrel Pack","None"
0511,"Solid","Cathedral","None","Phase 1","None","None","None","Scablands","None","Thruster","None","None","Gutter Shirt","None","Muckface","Gastrotech","None","None","None","None","None","None","Heavy Duty Regulator","Caddypack","None"
0512,"Solid","League of Channel","None","Phase 1","None","None","None","Scablands","None","Candlestick","None","None","Vayon Worksuit","None","The Bald Beetle","Gastrotech","None","None","None","None","None","None","Utility Vest","Squirrel Pack","None"
0513,"Solid","Wings","None","Phase 1","None","None","None","Scablands","None","The Slipper","None","None","Smocker","None","Backstab Squeezebox","Melee","None","None","None","None","None","None","None","None","None"
0514,"Solid","Gael","None","Phase 1","None","None","None","Scablands","None","Cove Carver","None","None","Kreegal Cloak","None","Darksight","Tribal","None","None","None","None","None","None","None","Caddypack","None"
0515,"Solid","Gael","None","Phase 1","None","None","None","Scablands","None","Hull Breacher","None","None","Vayon Worksuit","None","Dohead (Pejorative)","Tribal","None","None","None","None","None","None","Heavy Duty Regulator","Bobpack","None"
0516,"Solid","Freebooters Flag","None","Phase 1","None","None","None","Scablands","None","Candlestick","None","None","Vayon Worksuit","None","Backstab Squeezebox","Pistols","None","None","None","None","None","None","Encased Regulator","Squirrel Pack","None"
0517,"Solid","The Man Earlie Expeditionary Society","None","Phase 1","None","None","None","Scablands","None","Candlestick","None","None","Vayon Worksuit","None","Backstab Squeezebox","Pistols","None","None","None","None","None","None","Utility Vest","Caddypack","None"
0518,"Grasslands","Void Drifter","None","Phase 1","None","None","None","Scablands","None","Reef Sweeper","None","None","Smocker","None","Shutters","Melee","None","None","None","None","None","None","Encased Regulator","Bobpack","None"
0519,"Cap Flag","Slash Patcher","None","Phase 1","None","None","None","Scablands","None","Bolt Harp","None","None","Smocker","None","The Channelrat","None","None","None","None","None","None","None","Encased Regulator","The Sink","None"
0052,"Solid","Gael","None","Phase 1","None","None","None","Scablands","None","The Spunker","None","None","Vayon Worksuit","None","The Clincher","Percussive","None","None","None","None","None","None","Utility Vest","Scrapper","None"
0520,"Solid","Mark Stay","None","Phase 1","None","None","None","The Blue","None","Everdull Snippies","None","None","Smocker","None","Soup Gagers","None","None","None","None","None","None","None","None","Caddypack","None"
0521,"Solid","Orbital Miners Guild","None","Phase 1","None","None","None","Scablands","None","Cream Steamer","None","None","Prongshell","None","Backstab Squeezebox","Junkyard-built","None","None","None","None","None","None","None","None","None"
0522,"Grasslands","Gael","None","Phase 1","None","None","None","Scablands","None","Faulk's Icepick","None","None","Smocker","None","Yawper","None","None","None","None","None","None","None","None","Bobpack","None"
0523,"Solid","Roving Terror","None","Phase 1","None","None","None","Scablands","None","The Nozzle","None","None","Kreegal Cloak","None","The Channelrat","Pistols","None","None","None","None","None","None","Encased Regulator","Squirrel Pack","None"
